25,2,7,0,0,40,1,0
38,0,9,0,0,50,1,0
28,0,12,0,0,40,5,1
44,0,10,7688,0,40,1,1
18,2,10,0,0,30,0,0
34,2,6,0,0,30,1,0
29,2,9,0,0,40,0,0
63,0,15,3103,0,32,2,1
24,2,10,0,0,40,1,0
55,0,4,0,0,10,1,0
65,0,9,6418,0,40,1,1
36,0,13,0,0,40,4,0
26,2,9,0,0,39,1,0
58,0,9,0,0,35,0,0
48,0,9,3103,0,48,1,1
43,0,14,0,0,50,1,1
20,2,10,0,0,25,6,0
43,0,9,0,0,30,1,0
37,0,9,0,0,20,1,0
40,0,16,0,0,45,1,1
34,0,13,0,0,47,1,1
34,2,10,0,0,35,1,0
72,1,4,0,0,6,0,0
25,2,13,0,0,43,1,0
25,0,13,0,0,40,1,0
45,0,9,7298,0,90,2,1
22,2,9,0,0,20,1,0
23,1,9,0,0,54,1,0
54,0,9,0,0,35,1,0
32,2,10,0,0,60,2,0
46,0,10,7688,0,38,6,1
56,0,7,0,0,50,2,0
24,2,13,0,0,50,2,0
23,0,10,0,0,40,5,0
26,1,9,0,0,40,1,0
65,0,9,0,0,40,0,0
36,0,13,0,0,40,5,1
22,2,3,0,0,50,1,0
17,2,6,0,0,40,1,0
20,2,9,0,0,40,1,0
65,0,14,0,0,50,1,1
44,0,11,0,0,45,3,1
36,0,9,0,0,40,1,0
29,0,7,0,0,40,1,0
20,2,10,0,0,32,6,0
28,0,11,0,0,36,1,1
39,0,4,0,0,40,1,0
54,0,10,3908,0,50,1,0
52,1,7,0,0,18,1,0
56,0,9,0,0,50,3,0
18,2,10,0,0,20,1,0
39,1,9,0,0,40,1,0
21,2,10,0,1721,24,1,0
22,2,9,14084,0,60,1,1
38,1,5,0,0,54,1,0
21,2,10,0,0,40,1,0
63,0,9,0,0,40,1,0
34,0,13,3103,0,50,5,1
42,0,9,5178,0,50,3,1
33,0,9,0,0,40,1,0
30,2,13,0,0,50,1,0
39,1,10,0,0,40,1,0
26,2,14,0,0,40,1,0
33,2,9,0,0,40,1,0
47,1,9,0,0,40,5,0
41,2,13,0,0,40,1,0
41,0,12,15024,0,60,3,1
19,2,10,0,0,20,1,0
46,1,9,0,0,40,1,0
43,0,9,0,0,48,1,0
55,0,10,15024,0,45,1,1
46,0,11,0,0,40,1,0
30,0,9,0,0,40,1,0
21,1,10,0,0,40,1,0
46,0,10,0,0,40,1,0
17,2,6,0,0,40,0,0
41,0,9,0,0,50,1,0
69,0,9,0,0,30,3,0
50,0,9,0,0,40,1,0
20,2,10,0,0,40,1,0
45,0,10,0,0,50,3,0
23,2,13,0,0,40,1,0
24,1,10,0,1876,40,1,0
44,0,9,99999,0,50,3,1
31,0,10,0,0,50,2,0
43,1,9,0,0,44,1,0
20,2,7,0,0,10,4,0
55,0,9,0,0,56,1,1
24,2,10,0,0,40,4,0
41,0,14,7688,0,10,0,1
59,2,13,0,0,25,1,0
49,2,4,0,0,20,4,0
33,0,14,5178,0,10,1,1
59,1,13,0,0,40,4,0
34,2,14,0,0,40,1,0
20,2,9,0,0,40,1,0
25,2,13,0,0,40,1,0
49,0,6,0,0,40,1,0
59,0,9,0,0,40,1,1
20,2,9,0,0,40,1,0
51,0,10,0,0,18,0,0
33,2,10,0,0,35,1,0
22,2,10,0,0,39,1,0
58,0,5,0,0,40,2,0
52,0,9,0,0,28,5,0
36,1,6,0,0,40,1,0
41,0,9,0,0,40,5,0
28,2,9,2597,0,40,1,0
19,2,10,0,0,16,1,0
18,2,9,0,0,28,1,0
18,2,9,0,0,48,1,0
28,0,10,0,0,40,1,0
29,0,11,0,0,40,1,1
20,2,9,0,0,20,0,0
40,0,10,0,0,40,1,0
26,2,9,0,0,40,1,0
46,0,9,0,0,40,1,0
23,2,7,0,0,24,1,0
44,1,9,0,0,40,1,0
43,1,13,0,0,40,1,1
31,1,13,0,0,60,5,0
18,2,10,0,0,25,1,0
19,2,10,0,0,30,1,0
41,1,10,0,0,40,1,0
41,1,9,0,0,40,1,0
69,1,9,0,0,25,1,0
48,0,16,0,0,40,4,1
28,2,9,0,0,40,1,0
27,0,9,0,0,60,2,1
41,0,14,0,2415,50,1,1
41,0,10,0,0,40,1,0
24,2,9,0,0,40,1,0
20,2,9,0,0,40,0,0
42,0,16,0,0,41,3,1
57,0,9,0,0,48,1,0
30,2,12,0,0,40,1,0
36,0,9,0,0,60,1,1
49,0,4,0,0,40,1,0
33,0,9,0,0,35,1,0
23,0,6,0,0,40,1,0
46,0,14,0,0,40,1,0
18,2,10,0,0,22,1,0
40,0,9,7688,0,55,1,1
43,0,9,0,1887,45,3,1
34,2,14,0,0,30,1,0
47,0,9,0,0,30,2,0
44,0,11,0,0,30,1,0
33,0,9,0,0,40,1,1
55,0,13,15024,0,50,1,1
19,2,9,2907,0,30,1,0
28,2,10,0,0,14,1,0
27,0,7,0,0,32,1,0
50,0,4,0,0,20,1,0
22,2,7,0,0,40,1,0
40,0,13,0,1887,45,6,1
25,2,10,0,0,40,1,0
26,2,9,0,0,40,5,0
22,2,13,0,0,25,1,0
42,2,10,0,625,40,1,0
38,1,13,0,0,40,3,0
55,0,7,0,0,30,1,0
32,0,9,0,0,40,1,0
22,0,9,0,0,45,1,0
29,2,13,0,0,40,1,0
46,0,14,0,0,45,6,1
31,0,10,0,0,40,1,1
58,0,16,0,0,16,2,1
42,0,9,0,0,45,1,0
18,2,9,0,0,25,1,0
58,1,9,0,0,33,5,0
54,0,9,0,1887,40,1,1
34,2,14,0,0,40,1,0
26,2,13,0,0,40,1,0
61,0,8,0,0,60,1,0
48,1,14,0,0,40,5,0
36,0,10,0,0,45,1,1
24,0,11,0,0,45,1,0
40,0,10,0,0,37,1,0
33,0,9,0,0,50,3,1
37,0,10,0,1887,40,1,1
34,2,14,4650,0,40,1,0
56,0,10,15024,0,40,3,1
28,0,9,0,0,38,0,1
37,0,13,0,0,55,1,0
44,1,9,0,0,40,1,0
64,0,10,0,0,8,0,0
54,1,9,0,0,45,1,0
23,2,9,0,0,50,1,0
34,1,13,0,0,40,6,0
22,2,9,0,0,45,1,0
33,0,13,0,1977,40,1,1
39,1,13,0,0,50,1,1
47,1,10,0,0,37,1,0
79,0,4,0,0,40,0,0
26,2,9,0,0,55,1,0
31,1,10,0,0,40,1,0
44,2,10,0,0,45,1,0
42,0,15,0,0,50,3,1
19,2,9,0,0,40,1,0
27,0,9,0,0,40,1,1
51,0,10,0,0,40,5,1
28,0,13,0,0,50,3,0
57,1,13,0,0,45,1,0
45,1,13,0,0,40,5,0
50,0,11,0,0,40,1,1
34,0,13,0,0,54,3,0
45,0,4,0,0,40,1,0
73,0,9,0,0,20,5,0
34,0,13,0,0,50,1,1
31,0,10,0,0,55,1,1
19,2,7,0,0,12,1,0
25,2,10,0,0,50,1,0
38,1,11,6497,0,40,4,0
39,0,13,0,0,40,1,0
23,2,13,0,0,32,1,0
49,0,9,0,0,40,1,0
33,2,9,0,0,32,4,0
21,2,3,0,0,38,1,0
31,1,11,0,0,40,1,0
23,2,13,0,0,45,1,0
34,0,13,0,0,40,1,0
25,2,9,0,0,40,1,0
39,2,9,0,0,40,1,0
52,0,9,0,0,40,3,1
63,0,5,7688,0,40,5,1
41,0,10,0,0,40,1,0
46,0,13,15024,0,38,1,1
53,0,9,0,0,40,5,0
25,1,5,1055,0,40,0,0
77,0,10,0,0,35,0,0
18,2,8,0,0,40,1,0
38,0,15,0,0,50,1,0
55,2,14,0,0,50,1,0
34,0,9,0,0,40,1,1
80,0,9,0,0,30,2,0
34,1,11,0,0,60,1,0
52,0,10,5013,0,40,1,0
42,2,9,0,0,28,1,0
26,2,10,0,0,40,1,0
31,0,9,0,0,40,1,0
25,2,9,0,0,35,5,0
55,0,9,0,2057,60,2,0
19,2,10,0,0,12,1,0
62,0,10,0,0,32,2,0
22,2,10,0,0,20,4,0
39,0,9,0,0,50,0,0
35,0,9,0,0,40,1,0
28,0,9,0,0,40,1,0
47,0,9,0,0,70,1,1
44,0,9,0,0,40,6,0
21,2,10,0,0,15,1,0
35,2,11,0,0,50,1,0
24,0,13,0,0,40,1,1
42,2,13,0,0,40,4,0
28,2,13,0,0,50,1,0
21,2,10,0,0,35,1,0
62,1,10,4650,0,40,4,0
39,2,9,0,0,40,1,0
30,2,9,0,0,40,6,0
72,2,15,0,1429,20,2,0
50,0,10,0,0,50,1,0
28,2,14,0,0,40,5,0
29,2,10,0,0,40,1,0
26,2,13,0,0,40,1,0
27,2,14,0,0,40,1,0
29,0,10,3103,0,40,1,1
61,0,9,0,0,40,0,0
29,0,6,0,0,25,1,0
21,2,10,0,0,30,0,0
31,0,7,0,0,20,1,0
25,0,9,0,0,75,1,0
58,0,6,0,0,40,1,1
64,0,10,0,0,40,1,1
46,2,14,0,0,38,6,0
53,0,9,0,0,35,0,1
19,2,9,0,0,35,1,0
42,1,9,0,0,52,1,0
18,2,7,0,0,24,1,0
58,0,13,15024,0,50,3,1
20,2,10,0,0,60,1,0
35,0,9,0,0,40,4,1
32,0,9,0,0,38,1,1
23,2,9,0,0,25,1,0
31,1,10,0,0,40,1,0
33,0,13,0,0,55,1,0
41,2,10,0,0,48,1,0
22,2,9,0,0,40,1,0
46,0,10,0,0,40,1,1
61,0,10,0,0,40,4,0
30,2,9,0,0,40,1,0
42,0,9,0,0,55,1,1
63,0,6,0,0,40,1,0
26,0,10,0,0,40,1,0
42,1,6,0,0,40,1,0
23,0,10,0,0,40,1,0
